Date,Filename,Title,Download_url,Source,CVE,MITRE_ID,YARA,Threat_actor,Threat_country,Motivation,First_seen,Victim_country,Zero-day,Attack_vector,Malware,Target_sector,Attack_start_date,Attack_end_date,Attack_duration
2019-03-28,"Desktop, Mobile Phishing Campaign Targets South Korean Websites, Steals Credentials Via Watering Hole",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.03.28.Desktop_Mobile_Phishing_Campaign/Desktop%2C%20Mobile%20Phishing%20Campaign%20Targets%20South%20Korean%20Websites%2C%20Steals%20Credentials%20Via%20Watering%20Hole.pdf,Trend Micro,,,,,,,,KR,FALSE,Watering Hole,"Trojan.HTML.PHISH.TIAOOHDW, Cloudflare","Corporations and Businesses, Individuals",2019-03-14,,
2019-03-28,Threat Actor Group using UAC Bypass Module to run BAT File,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.03.28.UAC_Bypass_BAT_APT/Threat%20Actor%20Group%20using%20UAC%20Bypass%20Module%20to%20run%20BAT%20File.pdf,ThreatRecon,,,,,,,,"KR, US",FALSE,"Spear Phishing, Malicious Documents","BABYFACE, SYSCON",,,,
2019-03-28,Above+Us+Only+Stars,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.03.28.Exposing_GPS_Spoofing_in_Russia_and_Syria/Above%2BUs%2BOnly%2BStars.pdf,C4ADS,,,,,,,,"RU, SY",,,,"Government and Defense Agencies, Corporations and Businesses, Financial Institutions, Energy and Utilities, Critical Infrastructure",,,
2019-04-02,OceanLotus-Steganography-Malware-Analysis-White-Paper,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.04.02.OceanLotus_Steganography/OceanLotus-Steganography-Malware-Analysis-White-Paper.pdf,Cylance,,,"rule OceanLotus_Steganography_Loader\n{\n    meta:\n        description = “OceanLotus Steganography Loader”\n    strings:\n        $data1 = “.?AVCBC_ModeBase@CryptoPP@@” ascii\n    condition:\\\n        // Must be MZ file\n        uint16(0) == 0x5A4D and\n        // Must be smaller than 2MB\n        filesize < 2MB and\n        // Must be a DLL\n        pe.characteristics & pe.DLL and\n        // Must contain the following imports\n        pe.imports(“gdiplus.dll”, “GdipGetImageWidth”) and\n        pe.imports(“gdiplus.dll”, “GdipCreateBitmapFromFile”) and\n        pe.imports(“kernel32.dll”, “WriteProcessMemory”) and\n        // Check for strings in .data\n        for all of ($data*) : \n        ( \n            $ in\n            (\n                pe.sectionspe.section_index(“.data”).raw_data_offset\n                ..\n                pe.sectionspe.section_index(“.data”).raw_data_offset + pe.sectionspe.section_index(“.data”).\nraw_data_size\n            ) \n        )\n}",oceanlotus,VN,"Espionage, Financial gain, Information theft and espionage",2012,,,,", mcvsocfg.dll, Crypto++ library, Remy backdoor",,,,
2019-04-02,Report OceanLotus APT Group Leveraging Steganography,,https://threatvector.cylance.com/en_us/home/report-oceanlotus-apt-group-leveraging-steganography.html,Cylance,,,,oceanlotus,VN,"Espionage, Financial gain, Information theft and espionage",2012,,,,"CobaltStrike Beacon, Denes backdoor, Remy backdoor",,,,
2019-04-10,The Muddy Waters of APT Attacks,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.04.10.Muddy_Waters/The%20Muddy%20Waters%20of%20APT%20Attacks.pdf,Check Point,,,,muddywater,IR,"Espionage, Information theft and espionage",2017,"AE, BY, SA, TR, UA",FALSE,"Spear Phishing, Malicious Documents",,,,,
2019-04-10,Project TajMahal,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.04.10.Project_TajMahal/Project%20TajMahal.pdf,Kaspersky,,,,,,,,"KG, KZ, TJ, TM, UZ",,,"Tokyo, Yokohama, SuicideWatcher, XZip/XUnzip, zlib",Government and Defense Agencies,,,
2019-04-10,Gaza Cybergang Group1 operation SneakyPastes,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.04.10.Operation_SneakyPastes/Gaza%20Cybergang%20Group1%20operation%20SneakyPastes.pdf,Kaspersky,,,,gaza cybergang,PS,Information theft and espionage,2012,"AE, AF, AM, AZ, BA, BE, CY, DE, EG, ES, FR, GB, ID, IE, IL, IN, IQ, IR, IT, JO, KW, LB, LK, LY, MA, MY, OM, PL, PS, RO, RS, RU, SA, SD, SI, SN, SY, TN, US",FALSE,Phishing,"The specific malware, tool names, or software frameworks mentioned in the attack from this report include, PowerShell, VBS (Visual Basic Script), JS (JavaScript), dotnet (DotNet framework)","Government and Defense Agencies, Education and Research Institutions, Media and Entertainment Companies, Healthcare, Financial Institutions",,,
2019-04-10,ASEC_REPORT_vol.94_ENG,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/Report/AhnLab/ASEC_REPORT_vol.94_ENG.pdf,AhnLab,,,,,,,,,,"Malicious Documents, Social Engineering","Flawed Ammyy RAT, Gh0st RAT, CoinMiner",Corporations and Businesses,,,
2019-04-17,DNS Hijacking Abuses Trust In Core Internet Service,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.04.17.Operation_Sea_Turtle/DNS%20Hijacking%20Abuses%20Trust%20In%20Core%20Internet%20Service.pdf,Cisco,"CVE-2009-1151, CVE-2014-6271, CVE-2017-12617, CVE-2017-3881, CVE-2017-6736, CVE-2018-0296, CVE-2018-7600",,,,,,,"AE, AL, IQ",FALSE,"Exploit Vulnerability, Spear Phishing",,"Government and Defense Agencies, Energy and Utilities",2017-01-15,2019-04-15,820.0
2019-04-17,"Aggah Campaign_ Bit.ly, BlogSpot, and Pastebin Used for C2 in Large Scale Campaign",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.04.17.Aggah_Campaign/Aggah%20Campaign_%20Bit.ly%2C%20BlogSpot%2C%20and%20Pastebin%20Used%20for%20C2%20in%20Large%20Scale%20Campaign.pdf,Palo Alto,,,,gorgon group,PK,Information theft and espionage,2017,US,FALSE,"Spear Phishing, Malicious Documents",RevengeRAT,"Government and Defense Agencies, Corporations and Businesses, Financial Institutions, Manufacturing, Education and Research Institutions, Media and Entertainment Companies",,,
2019-04-18,APT28 and Upcoming Elections Evidence of Possible Interference (Part II),,https://blog.yoroi.company/research/apt28-and-upcoming-elections-possible-interference-signals-part-ii/,Yoroi,,,"rule APT28_office_document_dropper_GAMEFISH {\n    meta:\n     description = ""Yara Rule for office_document dropper (2017)""\n     author = ""ZLAB Yoroi-Cybaze""\n     last_updated = ""2019-04-16""\n     tlp = ""white""\n     category = ""informational""\n    strings:\n     $a = ""word\\\\vbaProject.binPK""\n     $b = {E3 5D B8 1E 9C C7 11 F4 1E}\n     $c = {36 B7 DD E9 6F 33 4b D7 E7 7F}\n    condition:\n     all of them\n}, rule APT28_mvtband_dat_dll {\n    meta:\n     description = ""Yara Rule for mvtband_dat_dll (2017)""\n     author = ""ZLAB Yoroi-Cybaze""\n     last_updated = ""2019-04-16""\n     tlp = ""white""\n     category = ""informational""\n    strings:\n     $a = ""DGMNOEP""\n     $b = {C7 45 94 0A 25 73 30 8D 45 94} // two significant instructions\n    condition:\n     all of them and pe.sections2.raw_data_size == 0 and pe.version_info""OriginalFilen\n}, rule APT28_mrset_bat {\n    meta:\n     description = ""Yara Rule for mrset_bat_file (2017)""\n     author = ""ZLAB Yoroi-Cybaze""\n     last_updated = ""2019-04-16""\n     tlp = ""white""\n     category = ""informational""\n    strings:\n     $a = ""inst_pck""\n     $b = ""mvtband.dat""\n    condition:\n     all of them\n}, rule APT28_user_dll {\n    meta:\n     description = ""Yara Rule for user_dll (2017)""\n     author = ""ZLAB Yoroi-Cybaze""\n     last_updated = ""2019-04-16""\n     tlp = ""white""\n     category = ""informational""\n    strings:\n     $a = ""MZ""\n     $b = ""GetEnvironmentVariable""\n     $c = {49 73 50 72 6F 63 65 73 73 6F 72}\n    condition:\n     all of them and pe.number_of_sections == 5\nSeat\nYoroi S.r.l.\nPiazza Sallustio, 9\n00187 Roma (RM)\nContact\n     all of them and pe.number_of_sections == 5\n}",fancybear,,,,,FALSE,"Malicious Documents, Spear Phishing","Empire stager, GAMEFISH malware, mrset.bat, mvtband.dat",Government and Defense Agencies,,,
2019-04-19,Funky malware format found in Ocean Lotus sample,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.04.19.Funky_malware_format/Funky%20malware%20format%20found%20in%20Ocean%20Lotus%20sample.pdf,Malwarebytes,,,,apt 32,VN,"Espionage, Financial gain, Information theft and espionage",2012,VN,FALSE,"Spear Phishing, Malicious Documents",,"Non-Governmental Organizations (NGOs) and Nonprofits, Individuals",,,
2019-04-22,Fireeye_CARBANAK-Week-1-Rare-Occurrence(04-22-2019),CARBANAK Week Part One: A Rare Occurrence,https://app.box.com/s/l3dcqd6i8rnmxgi0ykd9zfmlwctcaq1g,FireEye,,,,fin7,RU,"Financial gain, Financial crime",2013,,,,,Financial Institutions,,,
2019-04-22,FINTEAM Trojanized TeamViewer Against Government Targets,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.04.22.FINTEAM/FINTEAM%20Trojanized%20TeamViewer%20Against%20Government%20Targets.pdf,Check Point,,,,,,,,"BM, GY, IT, KE, LB, LR, NP",FALSE,"Spear Phishing, Malicious Documents","XLSM document with malicious macros, Malicious DLL, Delphi code, Check Point’s Threat Emulation, Check Point’s Threat Extraction, SandBlast Network, SandBlast Zero-Day Protection","Government and Defense Agencies, Financial Institutions",,,
2019-04-23,APT34 webmask project,,https://marcoramilli.com/2019/04/23/apt34-webmask-project/,Marco Ramilli's Blog,,,,apt34,IR,Espionage,,,,"Spear Phishing, Malicious Documents",,"Energy and Utilities, Financial Institutions, Government and Defense Agencies",,,
2019-04-24,Sea Lotus APT organization's attack techniques against China in the first quarter of 2019 revealed,,https://mp.weixin.qq.com/s/xPsEXp2J5IE7wNSMEVC24A,Weixin,,,,海莲花,,,,CN,,,,Government and Defense Agencies,,,
2019-04-24,CyberInt_Legit Remote Access Tools Turn Into Threat Actors' Tools_Report,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.04.24.TA505_Abusing_Legit_Remote_Admin_Tool/CyberInt_Legit%20Remote%20Access%20Tools%20Turn%20Into%20Threat%20Actors%27%20Tools_Report.pdf,CyberInt,,,,ta505,RU,,,"CL, IN, IT, KR, MW, PK",FALSE,"Spear Phishing, Malicious Documents","Remote Manipulator System (RMS), RAT (remote access trojan)","Financial Institutions, Corporations and Businesses",2018-12-15,2019-03-15,90.0
2019-04-25,Fireeye_CARBANAK-Week-4-CARBANAK-Desktop-Video-Player(04-25-2019),CARBANAK Week Part Four: The CARBANAK Desktop Video Player,https://app.box.com/s/30mizln4f525yv482qqampa8vybjj764,FireEye,,,,fin7,RU,"Financial gain, Financial crime",2013,,,,"CARBANAK, tinymet, Meterpreter",Financial Institutions,,,
2019-04-30,APT 40,,https://www.cfr.org/interactive/cyber-operations/apt-40,Council on Foreign Relations,,,,apt 40,CN,"Espionage, Information theft and espionage",2013,"HK, MY, PH, US",,Spear Phishing,,"Government and Defense Agencies, Corporations and Businesses, Education and Research Institutions",,,
2019-04-30,SectorB06 using Mongolian language in lure document,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.04.30.SectorB06_Mongolian/SectorB06%20using%20Mongolian%20language%20in%20lure%20document.pdf,ThreatRecon,"CVE-2017-11882, CVE-2018-0802","T1064:Scripting, T1045:Software Packing, T1204:User Execution, T1022:Data Encrypted, T1203:Exploitation for Client Execution, T1059:Command-Line Interface, T1116:Code Signing, T1012:Query Registry, T1038:DLL Search Order Hijacking, T1124:System Time Discovery, T1099:Timestomp, T1063:Security Software Discovery, T1218:Signed Binary Proxy Execution, T1071:Standard Application Layer Protocol, T1060:Registry Run Keys / Startup Folder, T1119:Automated Collection, T1055:Process Injection, T1107:File Deletion, T1193:Spearphishing Attachment, T1043:Commonly Used Port, T1057:Process Discovery",,sectorb06,,,,,FALSE,Spear Phishing,,,,,
2019-05-02,APT34 Glimpse project,,https://marcoramilli.com/2019/05/02/apt34-glimpse-project/,Marco Ramilli's Blog,,,,apt34,IR,Espionage,,,,"Spear Phishing, Malicious Documents",,Energy and Utilities,,,
2019-05-07,ATMitch_ New Evidence Spotted In The Wild,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.07.ATMitch/ATMitch_%20New%20Evidence%20Spotted%20In%20The%20Wild.pdf,Yoroi,,,"rule ATMitch { \nmeta: \n   \n  description = ""Yara Rule for ATMitch Dropper/Payload"" \n   \n  author = ""ZLAB Yoroi - Cybaze"" \n   \n  last_updated = ""2019-05-03"" \n   \n  tlp = ""white"" \n   \n  category = ""informational"" \n \n   strings: \n       $str1 = {4A 75 E6 8B C7 8B 4D FC} \n     \n $str2 = {EC 53 8D 4D DC 88} \n       $str3 = ""MSXFS.dll"" \n       $str4 = ""DISPENSE"" \n      \n$str5 = ""PinPad"" \n       $str6 = ""cash"" \n       $str7 = {40 59 41 50 41 58 49 40 5A} \n       $str8 = ""WFMFreeBuffer"" \n \ncondition: \n    \npe.number_of_sections == 4 and pe.number_of_resources == 3 and $str1 and $str2 or $str3 \nand $str4 and $str5 and $str6 and $str7 and $str8 \n}",fin7,RU,"Financial gain, Financial crime",2013,,,Exploit Vulnerability,"ATMitch, MSXFS.dll",Financial Institutions,,,
2019-05-07,Buckeye_ Espionage Outfit Used Equation Group Tools Prior to Shadow Brokers Leak,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.07.Buckeye/Buckeye_%20Espionage%20Outfit%20Used%20Equation%20Group%20Tools%20Prior%20to%20Shadow%20Brokers%20Leak.pdf,Symantec,"CVE-2010-3962, CVE-2014-1776, CVE-2017-0143, CVE-2019-0703",,,buckeye,CN,"Espionage, Information theft and espionage",2007,"GB, IT, LU, PH, SE, US, VN",TRUE,Exploit Vulnerability,"Pirpi, Filensfer (C/C++), Filensfer (Powershell), Filensfer (py2exe), Bemstour, DoublePulsar, FuzzBunch, EternalBlue, EternalSynergy, EternalRomance","Corporations and Businesses, Manufacturing, Media and Entertainment Companies",,,
2019-05-08,FIN7.5_ the infamous cybercrime rig 'FIN7' continues its activities,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.08.Fin7.5/FIN7.5_%20the%20infamous%20cybercrime%20rig%20%E2%80%9CFIN7%E2%80%9D%20continues%20its%20activities.pdf,FireEye,CVE-2017-11882,,,fin7,RU,"Financial gain, Financial crime",2013,,FALSE,"Spear Phishing, Malicious Documents","Powershell Empire, Griffon JS backdoor, Cobalt/Meterpreter, AveMaria botnet, ThreadKit","Corporations and Businesses, Manufacturing, Financial Institutions",,,
2019-05-08,OceanLotus Attacks to Indochinese Peninsula,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.08.OceanLotus/OceanLotus%20Attacks%20to%20Indochinese%20Peninsula.pdf,QiAnXin,,,,oceanlotus,VN,"Espionage, Financial gain, Information theft and espionage",2012,"CN, KH, LA, TH, VN",FALSE,"Phishing, Exploit Vulnerability, Malicious Documents","CocCocUpated.exe, Trojan framework of OceanLotus","Education and Research Institutions, Media and Entertainment Companies, Financial Institutions, Corporations and Businesses",,,
2019-05-09,Iranian-Nation-State-APT-Leak-Analysis-and-Overview,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.09.Iranian_APT_Leak/Iranian-Nation-State-APT-Leak-Analysis-and-Overview.pdf,ClearSky,,,,rana,,,,"AE, AF, AU, AZ, BH, CO, EG, ET, FJ, HK, ID, IL, IN, IQ, KE, KG, KW, LB, LK, MA, MU, MY, NZ, OM, PH, PK, QA, SY, TH, TR, ZA",FALSE,"Credential Reuse, Exploit Vulnerability, Social Engineering","Havij, Python (for writing malware), SQL Loader, Bulk insert, BCP utility","Government and Defense Agencies, Corporations and Businesses",,,
2019-05-11,Chineses Actor APT target Ministry of Justice Vietnamese,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.11.Chinese_APT_Vietnamese/Chineses%20Actor%20APT%20target%20Ministry%20of%20Justice%20Vietnamese.pdf,Medium,CVE-2017-11882,,,goblin panda,CN,Information theft and espionage,2013,VN,FALSE,"Exploit Vulnerability, Malicious Documents",Gh0st RAT,Government and Defense Agencies,,,
2019-05-13,"ScarCruft continues to evolve, introduces Bluetooth harvester _ Securelist",,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.13.ScarCruft_Bluetooth/ScarCruft%20continues%20to%20evolve%2C%20introduces%20Bluetooth%20harvester%20_%20Securelist.pdf,Kaspersky,CVE-2018-8120,,,scarcruft,KP,Information theft and espionage,2012,"HK, KP, RU, VN",TRUE,"Spear Phishing, Watering Hole, Exploit Vulnerability","ROKRAT, Dropper, Simple HTTP Downloader, Simple HTTP Uploader, GreezaBackdoor, Konni","Financial Institutions, Government and Defense Agencies",,,
2019-05-14,Reaver Mapping Connections Between Disparate Chinese APT Groups,,https://threatvector.cylance.com/en_us/home/reaver-mapping-connections-between-disparate-chinese-apt-groups.html,Cylance,"CVE-2017-11882, CVE-2017-8570",,,grand theft auto panda,,,,,FALSE,"Malicious Documents, Exploit Vulnerability","SURTR Malware Family, Reaver, Sisfader RAT",Manufacturing,,,
2019-05-15,Winnti_ More than just Windows and Gates,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.15.Winnti_More/Winnti_%20More%20than%20just%20Windows%20and%20Gates.pdf,Chronicle,,,,,,,,,,,"Winnti, libxselinux, libxselinux.so, Azazel","Healthcare, Media and Entertainment Companies",,,
2019-05-19,HiddenWasp Malware Stings Targeted Linux Systems,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.19.HiddenWasp_Linux/HiddenWasp%20Malware%20Stings%20Targeted%20Linux%20Systems.pdf,Intezer,,,,,,,,,,,"HiddenWasp, Mirai, Azazel rootkit, Adore-ng",,,,
2019-05-22,A journey to Zebrocy land,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.22.Zebrocy_Land/A%20journey%20to%20Zebrocy%20land.pdf,ESET,,"T1056:Input Capture, T1132:Data Encoding, T1025:Data from Removable Media, T1204:User Execution, T1082:System Information Discovery, T1022:Data Encrypted, T1032:Standard Cryptographic Protocol, T1012:Query Registry, T1079:Multilayer Encryption, T1085:Rundll32, T1024:Custom Cryptographic Protocol, T1020:Automated Exfiltration, T1192:Spearphishing Link, T1071:Standard Application Layer Protocol, T1060:Registry Run Keys / Startup Folder, T1001:Data Obfuscation, T1107:File Deletion, T1083:File and Directory Discovery, T1053:Scheduled Task, T1005:Data from Local System, T1074:Data Staged, T1122:Component Object Model Hijacking, T1008:Fallback Channels, T1041:Exfiltration Over Command and Control Channel, T1047:Windows Management Instrumentation, T1039:Data from Network Shared Drive, T1043:Commonly Used Port, T1057:Process Discovery, T1113:Screen Capture, T1089:Disabling Security Tools",,apt28,RU,"Espionage, Information theft and espionage",2004,"KG, KZ, TJ, TM, UZ",FALSE,Spear Phishing,"Win32/TrojanDownloader.Sednit.CMT, Win32/HackTool.PSWDump.D, Win32/PSW.Agent.OGE, Zebrocy Delphi backdoor, LoJax UEFI rootkit",,,,
2019-05-24,Uncovering New Activity By APT10,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.24_APT10_New_Activity/Uncovering%20New%20Activity%20By%20APT10.pdf,enSilo,,,,apt10,CN,Espionage,,,,,"PlugX, Quasar RAT, SharpSploit, Mimikatz",Government and Defense Agencies,2018-12-22,2019-04-27,126.0
2019-05-28,Emissary Panda Attacks Middle East Government Sharepoint Servers,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.28.Emissary_Panda/Emissary%20Panda%20Attacks%20Middle%20East%20Government%20Sharepoint%20Servers.pdf,Palo Alto,"CVE-2017-0144, CVE-2019-0604",,,emissary panda,CN,"Espionage, Information theft and espionage",2010,,FALSE,Exploit Vulnerability,"cURL, etool.exe, checker1.exe, psexec.exe (similar to PsExec offered by Impacket), zzz_exploit.py, checker.py, Mimikatz, pwdump, smb1.exe, China Chopper, Sublime Text plugin host, Microsoft’s Create Media application",Government and Defense Agencies,2019-04-01,2019-04-16,15.0
2019-05-29,TA505 is Expanding its Operations,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.29.TA505/TA505%20is%20Expanding%20its%20Operations.pdf,Yoroi,,,"rule uninstall_exe { \nmeta: \n    description = ""Yara rule for uninstall SFX archive"" \n    author = ""Cybaze - Yoroi ZLab"" \n    last_updated = ""2019-05-22"" \n    tlp = ""white"" \n    category = ""informational"" \nstrings: \n    $a1 = { E8 68 BA 01 00 51 } \n    $a2 = { 58 E9 8B C6 4F 6F 7A } \n    $a3 = { D9 4E D5 FA D4 34 } \n \ncondition: \n    pe.number_of_resources == 24 and all of them \n}, rule veter_random { \nmeta: \n    description = ""Yara rule for veter_trojan"" \n    author = ""Cybaze - Yoroi ZLab"" \n    last_updated = ""2019-05-22"" \n    tlp = ""white"" \n    category = ""informational"" \nstrings: \n    $a = { 5E C2 04 00 F6 44 24 04 01 56 } \n     \n    $b1 = { 01 8B 02 8B 48 04 03} \n    $b2 = { 4A 3B C2 7E 08 8B C2 } \n     \n    $c1 = { E8 83 CA 04 89 55 E8 } \n    $c2 = { 1F DF 70 07 22 84 82 } \n \ncondition: \n    $a and (($b1 and $b2 and pe.version_info""CompanyName"" contains ""Miranda"") \nor ($c1 and $c2 and pe.version_info""InternalName"" contains ""DrldwgRom"")) \n}, rule excel_dropper { \nmeta: \n    description = ""Yara rule for excel dropper"" \n    author = ""Cybaze - Yoroi ZLab"" \n    last_updated = ""2019-05-22"" \n    tlp = ""white"" \n    category = ""informational"" \nstrings: \n    $a1 = { 98 C3 AB F0 E7 F3 BD F4 } \n    $a2 = { 41 6E D5 7E F0 10 AB A7 } \n    $a3 = ""gxbgarjktzyu"" \n    $a4 = ""Bob Brown"" \n \ncondition: \n    all of them \n}, rule pasmmm_exe { \nmeta: \n    description = ""Yara rule for pasmmm SFX archive"" \n    author = ""Cybaze - Yoroi ZLab"" \n    last_updated = ""2019-05-22"" \n    tlp = ""white"" \n    category = ""informational"" \nstrings: \n    $a1 = { 1C Cf 43 39 C8 32 B4 B0 } \n    $a2 = { 60 6C B8 7C 5F FA } \n    $a3 = ""LookupPrivilege"" \n    $a4 = ""LoadBitmap"" \n \ncondition: \n    pe.number_of_sections == 6 and all of them \n}, rule winserv_exe { \nmeta: \n    description = ""Yara rule for winserv backdoor"" \n    author = ""Cybaze - Yoroi ZLab"" \n    last_updated = ""2019-05-22"" \n    tlp = ""white"" \n5/29/2019\nTA505 is Expanding its Operations – Yoroi Blog\nhttps://blog.yoroi.company/research/ta505-is-expanding-its-operations/\n13/13\n    category = ""informational"" \nstrings: \n    $a1 = ""MPRESS1"" \n    $a2 = { 90 C4 73 05 E6 92 } \n    $a3 = { E9 64 4B 56 3F EC } \n    $a4 = { 10 EF D0 E1 36 E1 14 3C } \n \ncondition: \n    all of them and pe.version_info""CompanyName"" contains ""tox"" \n}",ta505,RU,,,,,"Spear Phishing, Malicious Documents","RMS (Remote Manipulator System), TektonIT, i.cmd, exit.exe, rtegre.exe, veter1605_MAPS_10cr0.exe, winserv.exe, MPress PE compressor","Financial Institutions, Corporations and Businesses",,,
2019-05-29,A dive into Turla PowerShell usage,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.05.29.Turla_PowerShell/A%20dive%20into%20Turla%20PowerShell%20usage.pdf,ESET,,"T1012:Query Registry, T1099:Timestomp, T1140:Deobfuscate/Decode Files or Information, T1025:Data from Removable Media, T1041:Exfiltration Over Command and Control Channel, T1071:Standard Application Layer Protocol, T1120:Peripheral Device Discovery, T1055:Process Injection, T1027:Obfuscated Files or Information, T1057:Process Discovery, T1086:PowerShell, T1083:File and Directory Discovery, T1005:Data from Local System, T1084:Windows Management Instrumentation Event Subscription",,turla,RU,"Espionage, Information theft and espionage",1996,,FALSE,,"ComRAT version 4, PowerShell, PowerStallion, Turla LightNeuron, Posh-SecMod, RPC backdoor, RPCSpoofServer, RPC interface patcher",Government and Defense Agencies,,,
2019-06-03,Zebrocy Multilanguage Malware Salad,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.06.03.Zebrocy/Zebrocy%20Multilanguage%20Malware%20Salad.pdf,EFF,,,,zebrocy,,,,"AF, DE, GB, IR, KG, KZ, MM, SY, TJ, TM, TZ, UA",FALSE,Spear Phishing,"AutoIT, Delphi, C#, PowerShell, Go, Python, Nim, CentBrowser, 7Star, Empire, Responder, BeEF, Mimikatz",,,,
2019-06-04,An APT Blueprint Gaining New Visibility into Financial Threats,,https://www.bitdefender.com/files/News/CaseStudies/study/262/Bitdefender-WhitePaper-An-APT-Blueprint-Gaining-New-Visibility-into-Financial-Threats-interactive.pdf,Bitdefender,"CVE-2017-11882, CVE-2017-8570, CVE-2018-0802",,,fin7,RU,"Financial gain, Financial crime",2013,"AM, BG, BY, EE, ES, GB, GE, KG, MD, MY, NL, PL, RO, RU, TW",FALSE,"Spear Phishing, Exploit Vulnerability, Malicious Documents",Cobalt Strike Beacon,Financial Institutions,,,
2019-06-05,scattered-canary,,https://github.com/CyberMonitor/APT_CyberCriminal_Campagin_Collections/raw/master/2019/2019.06.05.Scattered_Canary/scattered-canary.pdf,Agari,,,,scattered canary,NG,,,"JP, MY, US",FALSE,Phishing,,"Government and Defense Agencies, Corporations and Businesses, Individuals",,,
2019-06-06,APT34 Jason project,,https://marcoramilli.com/2019/06/06/apt34-jason-project/,Marco Ramilli's Blog,,,,apt34,IR,Espionage,,,,"Spear Phishing, Malicious Documents",,"Energy and Utilities, Financial Institutions, Government and Defense Agencies",,,
